,Dutch (nl),Positive,Negative
4002,ducking,0,0
4003,kanaal,0,0
4004,buigzaam,0,0
4005,vodden,0,0
4006,ten gevolge,0,0
4007,duel,0,0
4008,contributie,0,0
4009,duet,1,0
4010,uitgegraven,0,0
4011,hertog,1,0
4012,dof,0,1
4013,stom,0,1
4014,pop,0,1
4015,stortplaats,0,0
4016,stortplaatsen,0,1
4017,manen,0,1
4018,duin,0,0
4019,NO TRANSLATION,0,0
4020,kerker,0,1
4021,duo,0,0
4022,dupe,0,1
4023,tweezijdig,0,0
4024,duplicaat,0,0
4025,verdubbeling,0,0
4026,dubbelhartigheid,0,1
4027,duurzaamheid,1,0
4028,duurzaam,1,0
4029,looptijd,0,0
4030,dwang,0,1
4031,schemer,0,0
4032,schemerig,0,0
4033,stof,0,1
4034,stofdoek,0,0
4035,stoffig,0,0
4036,plichtmatig,1,0
4037,dwerg,0,0
4038,dwarfed,0,1
4039,wonen,0,0
4040,bewoner,0,0
4041,woning,0,0
4042,verfstof,0,0
4043,stervende,0,1
4044,dijk,0,0
4045,dynamisch,0,0
4046,dynamische,0,0
4047,dynamica,0,0
4048,dynamiet,0,0
4049,dynastie,0,0
4050,dysenterie,0,1
4051,indigestie,0,0
4052,gretig,1,0
4053,gretigheid,1,0
4054,adelaar,0,0
4055,oor,0,0
4056,graaf,1,0
4057,vroeger,0,0
4058,vroeg,0,0
4059,verdienen,1,0
4060,ernstig,1,0
4061,ernstig,1,0
4062,ernst,1,0
4063,verdiensten,0,0
4064,oorbel,0,0
4065,gehoor,0,0
4066,aarde,0,0
4067,aardewerk,0,0
4068,aards,0,0
4069,aardbeving,0,1
4070,aardsgezind,0,0
4071,gemak,1,0
4072,ezel,0,0
4073,servituut,1,0
4074,gemakkelijk,0,0
4075,gemakkelijk,0,0
4076,NO TRANSLATION,1,0
4077,eten,1,0
4078,aan het eten,0,0
4079,afluisteren,0,1
4080,eb,0,0
4081,ebbehout,0,0
4082,excentriek,0,0
4083,excentriciteit,0,0
4084,kerkelijk,0,0
4085,echo,0,0
4086,eclectisch,0,0
4087,verduistering,0,0
4088,ecliptica,0,0
4089,zuinig,0,0
4090,economie,0,0
4091,economie,0,0
4092,extase,1,0
4093,extatisch,1,0
4094,oecumenische,0,0
4095,draaikolk,0,0
4096,rand,0,0
4097,rand,0,0
4098,eetbaar,0,0
4099,edict,0,1
4100,stichting,1,0
4101,gebouw,0,0
4102,Bewerk,0,0
4103,editie,0,0
4104,editor,0,0
4105,hoofdartikel,0,0
4106,onderwijzen,1,0
4107,geleerd,1,0
4108,onderwijs,0,0
4109,leerzaam,1,0
4110,paling,0,0
4111,effect,0,0
4112,effectief,1,0
4113,bijwerkingen,0,0
4114,doeltreffend,0,0
4115,krachtdadig,0,0
4116,bewerkstelligen,0,0
4117,verwijfd,0,1
4118,effectief,0,0
4119,werkzaamheid,1,0
4120,rendement,1,0
4121,doeltreffend,1,0
4122,beeltenis,0,0
4123,inspanning,1,0
4124,uitstorting,0,0
4125,ei,0,0
4126,ego,0,0
4127,egoïstische,0,1
4128,flagrante,0,1
4129,uitgang,0,0
4130,achtste,0,0
4131,tachtig,0,0
4132,ejaculaat,0,0
4133,ejaculatie,1,0
4134,uitwerpen,0,1
4135,uitwerping,0,1
4136,uitwerken,0,0
4137,uitwerking,1,0
4138,NO TRANSLATION,0,0
4139,NO TRANSLATION,0,0
4140,verstreken,0,0
4141,elastisch,0,0
4142,elasticiteit,0,0
4143,opgetogen,1,0
4144,elleboog,0,0
4145,eld,0,0
4146,ouderling,1,0
4147,ouderen,0,0
4148,oudste,1,0
4149,oudste,0,0
4150,kiezen,1,0
4151,verkiezing,0,0
4152,kiezer,0,0
4153,keurvorstendom,0,0
4154,elektrisch,1,0
4155,elektriciteit,1,0
4156,elegantie,1,0
4157,elegant,1,0
4158,element,0,0
4159,elementair,0,0
4160,elementen,0,0
4161,olifant,0,0
4162,verheffen,0,0
4163,verhoging,1,0
4164,lift,0,0
4165,elf,0,0
4166,elfde,0,0
4167,elf,0,0
4168,uitlokken,0,0
4169,in aanmerking komende,1,0
4170,eliminatie,0,1
4171,de elite,1,0
4172,eland,0,0
4173,el,0,0
4174,ellips,0,0
4175,ellips,0,0
4176,ellipsoïde,0,0
4177,elliptisch,0,0
4178,elliptisch,0,0
4179,verlengen,0,0
4180,verlenging,0,0
4181,welsprekendheid,1,0
4182,welsprekend,1,0
4183,ophelderen,1,0
4184,opheldering,0,0
4185,ontwijken,0,0
4186,ontwijkend,0,1
4187,uitgehongerd,0,1
4188,voortkomen,0,0
4189,emancipatie,1,0
4190,dijk,0,0
4191,NO TRANSLATION,0,1
4192,inschepen,0,0
4193,in verlegenheid brengen,0,1
4194,gênant,0,1
4195,verlegenheid,0,1
4196,ambassade,0,0
4197,embed,0,0
4198,verfraaien,0,0
4199,versiering,0,0
4200,sintels,0,0
4201,verduistering,0,1
4202,embleem,0,0
4203,emblematisch,0,0
4204,belichaming,0,0
4205,embolie,0,1
4206,reliëf,0,0
4207,omhelzing,1,0
4208,geborduurde,0,0
4209,borduurwerk,0,0
4210,verwikkeld,0,1
4211,embryo-,0,0
4212,embryonale,0,0
4213,smaragd,0,0
4214,opduiken,0,0
4215,verschijning,0,0
4216,noodgeval,0,1
4217,emeritus,1,0
4218,emigreren,0,0
4219,emigratie,0,0
4220,eminentie,1,0
4221,eminent,1,0
4222,uitmuntend,1,0
4223,NO TRANSLATION,1,0
4224,emissie,0,0
4225,uitzenden,0,0
4226,emotie,0,0
4227,emotioneel,0,0
4228,emotieve,0,0
4229,empathie,1,0
4230,keizer,0,0
4231,nadruk,0,0
4232,benadrukken,0,0
4233,nadrukkelijk,0,0
4234,rijk,0,0
4235,empirisch,0,0
4236,empirie,0,0
4237,dienst,0,0
4238,werkgever,0,0
4239,werk,0,0
4240,stapelplaats,0,0
4241,machtigen,1,0
4242,keizerin,0,0
4243,leegte,0,0
4244,voorkeursrecht,0,0
4245,leeg,0,0
4246,wedijveren,1,0
4247,emulsie,0,0
4248,in staat stellen,1,0
4249,enablement,1,0
4250,opvoeren,0,0
4251,wet,0,0
4252,glazuur,0,0
4253,kampement,0,0
4254,betoveren,1,0
4255,betoverde,1,0
4256,betoverend,1,0
4257,betovering,0,0
4258,omsingelen,0,0
4259,omringende,0,0
4260,enclave,0,1
4261,insluiten,0,0
4262,coderen,0,0
4263,omgeven,0,0
4264,NO TRANSLATION,1,0
4265,stuiten op,0,0
4266,aanmoedigen,1,0
4267,aanmoediging,1,0
4268,tasten,0,0
4269,inbreuk,0,1
4270,versleutelen,0,0
4271,last,0,1
4272,encyclopedie,1,0
4273,einde,0,0
4274,in gevaar brengen,0,1
4275,bedreigde,0,1
4276,streven,1,0
4277,beëindigde,0,0
4278,endemisch,0,1
4279,einde,0,0
4280,eindeloos,1,1
4281,endocarditis,0,0
4282,bekrachtiging,0,0
4283,begiftigen,1,0
4284,voorzien,1,0
4285,schenking,1,0
4286,schutbladen,0,0
4287,eindpunt,0,0
4288,uithoudingsvermogen,1,0
4289,verduren,1,0
4290,klisteer,0,0
4291,vijand,0,1
4292,energiek,1,0
4293,energie,0,0
4294,afdwingen,1,1
4295,handhaving,0,1
4296,bezighouden,0,0
4297,bezet,1,0
4298,verloving,0,0
4299,innemend,1,0
4300,voortbrengen,0,0
4301,motor,0,0
4302,ingenieur,0,0
4303,bouwkunde,0,0
4304,graveren,0,0
4305,gegraveerd,0,0
4306,graveur,0,0
4307,gravure,0,0
4308,verdiept,0,0
4309,engrossing,0,0
4310,verzwelgen,0,0
4311,verbeteren,1,0
4312,raadsel,0,0
4313,raadselachtig,0,1
4314,bevelen,0,0
4315,genieten,1,0
4316,genieten van,1,0
4317,uitgebreide,0,0
4318,uitbreiding,0,0
4319,verlichten,1,0
4320,verlichting,1,0
4321,aanwerven,0,0
4322,verlevendigen,1,0
4323,vijandschap,0,1
4324,afschuwelijkheid,0,0
4325,enorm,0,0
4326,enorm,0,0
4327,verrijken,1,0
4328,inschrijven,0,0
4329,ensemble,1,0
4330,vlag,1,0
4331,tot slaaf maken,0,1
4332,geknecht,0,1
4333,knechting,0,1
4334,volgen,0,0
4335,ervoor zorgen,0,0
4336,met zich meebrengen,0,0
4337,verward,0,1
4338,verstrikking,0,1
4339,invoeren,0,0
4340,onderneming,0,0
4341,ondernemend,1,0
4342,vermaken,1,0
4343,vermaakt,1,0
4344,onderhoudend,1,0
4345,vermaak,1,0
4346,enthousiasme,1,0
4347,enthousiast,1,0
4348,verleiden,0,0
4349,geheel,0,0
4350,geheel,0,0
4351,recht,0,0
4352,entiteit,0,0
4353,entomologie,0,0
4354,ingewanden,0,1
4355,Ingang,0,0
4356,smeken,0,0
4357,voorgerecht,0,0
4358,ondernemer,0,0
4359,toevertrouwen,0,0
4360,binnenkomst,0,0
4361,opsommen,0,0
4362,opsomming,0,0
4363,envelop,0,0
4364,jaloers,0,1
4365,NO TRANSLATION,1,0
4366,milieu,0,0
4367,omgeving,0,0
4368,zich voorstellen,0,0
4369,gezant,0,0
4370,kortstondig,0,0
4371,ephemeris,1,0
4372,episch,1,0
4373,epidemie,0,1
4374,opperhuid,0,0
4375,epilepsie,0,1
4376,epiloog,0,0
4377,bisschoppelijk,0,0
4378,aflevering,0,0
4379,episodische,0,0
4380,brief,0,0
4381,grafschrift,0,0
4382,epitheton,0,0
4383,samenvatting,1,0
4384,tijdperk,0,0
4385,Gelijk,0,0
4386,gelijkheid,1,0
4387,gelijkmaking,0,0
4388,vereffenen,0,0
4389,even,1,0
4390,gelijkstellen,0,0
4391,vergelijking,0,0
4392,evenaar,0,0
4393,equatoriaal,0,0
4394,ruiter,0,0
4395,op gelijke afstand,0,0
4396,evenwicht,0,0
4397,evenwicht,1,0
4398,uitrusten,0,0
4399,uitrusting,0,0
4400,billijk,0,0
4401,eigen vermogen,1,0
4402,gelijkwaardigheid,0,0
4403,gelijkwaardig,0,0
4404,dubbelzinnig,0,0
4405,tijdperk,0,0
4406,uitroeien,0,1
4407,uitroeiing,0,1
4408,wissen,0,1
4409,wissen,0,0
4410,NO TRANSLATION,0,0
4411,rechtop,0,0
4412,erectie,0,0
4413,NO TRANSLATION,0,0
4414,eroderen,0,0
4415,erosie,0,1
4416,erotisch,1,1
4417,dwalen,0,1
4418,boodschap,1,0
4419,dwalend,0,1
4420,grillige,0,1
4421,drukfout,0,1
4422,foutief,0,1
4423,fout,0,1
4424,NO TRANSLATION,0,0
4425,erudiet,1,0
4426,uitbarsten,0,1
4427,uitbarsting,0,1
4428,beklimming,0,0
4429,uitbreiden,0,1
4430,roltrap,0,0
4431,ontsnappen,1,1
4432,ontsnapt,0,0
4433,helling,0,0
4434,schuwen,0,1
4435,escorte,0,0
4436,esoterisch,0,0
4437,NO TRANSLATION,0,0
4438,spionage,0,1
4439,omhelzen,0,0
4440,geest,1,0
4441,opstel,0,0
4442,essayist,0,0
4443,essence,0,0
4444,essentieel,1,0
4445,in wezen,0,0
4446,tot stand brengen,0,0
4447,gevestigd,1,0
4448,etablissement,0,0
4449,landgoed,0,0
4450,achting,1,0
4451,esthetische,1,0
4452,schatting,0,0
4453,schatting,0,0
4454,afwijzing,0,0
4455,vervreemd,0,1
4456,oestrogeen,0,0
4457,riviermonding,0,0
4458,etsen,0,0
4459,ets,0,0
4460,eeuwig,0,0
4461,eeuwigheid,0,0
4462,ethanol,0,0
4463,ether,0,0
4464,etherisch,0,0
4465,ethisch,1,0
4466,ethiek,1,0
4467,etnografie,0,0
4468,etiologie,0,0
4469,etiquette,0,0
4470,etymologie,0,0
4471,overmeesteren,0,0
4472,eugenetica,0,0
4473,lofrede,0,0
4474,eufemisme,0,0
4475,euthanasia,0,1
4476,evacueren,0,1
4477,evacuatie,0,1
4478,ontwijken,0,1
4479,schatten,0,0
4480,evanescence,0,0
4481,evangelisch,0,0
4482,evangelist,0,0
4483,evangelisatie,0,0
4484,verdamping,0,0
4485,ontduiking,0,1
4486,vooravond,0,0
4487,avond,0,0
4488,evenement,0,0
4489,veelbewogen,0,0
4490,eventueel,0,0
4491,eventualiteit,0,0
4492,evergreen,1,0
4493,eeuwigdurend,1,0
4494,altijd,0,0
4495,elke dag,0,0
4496,uitzetten,0,1
4497,uitzetting,0,1
4498,bewijsmateriaal,0,0
4499,evident,1,0
4500,onheil,0,1
4501,oproepen,0,0
4502,evolutie,1,0
4503,evolueren,0,0
4504,ooi,0,0
4505,verscherpen,0,1
4506,exacerbatie,0,1
4507,veeleisend,0,1
4508,overdrijven,0,1
4509,overdreven,0,1
4510,overdrijving,0,0
4511,verheffen,1,0
4512,verheerlijking,1,0
4513,verheven,1,0
4514,tentamen,0,0
4515,examen,0,1
4516,onderzoeken,0,0
4517,examinator,0,0
4518,ergernis,0,1
4519,uitgraven,0,0
4520,uitgraving,0,1
4521,graafmachine,0,0
4522,overtreffen,1,0
4523,overschrijding,0,0
4524,uitmunten,1,0
4525,uitmuntendheid,1,0
4526,uitstekend,1,0
4527,NO TRANSLATION,0,0
4528,uitzondering,0,0
4529,uittreksel,0,0
4530,overmaat,0,1
4531,buitensporig,0,0
4532,buitensporig,0,0
4533,uitwisseling,1,0
4534,accijns,0,1
4535,uitsnijding,0,0
4536,prikkelbaarheid,0,0
4537,prikkelbaar,1,0
4538,opwinding,1,0
4539,prikkelen,1,0
4540,opgewonden,1,0
4541,opwinding,1,0
4542,opwindend,1,0
4543,uitroepen,0,0
4544,uitgesloten,0,1
4545,Exclusief,0,1
4546,uitsluiting,0,1
4547,uitwerpsel,0,1
4548,afscheiding,0,0
4549,ondraaglijk,0,1
4550,excursie,0,0
4551,excuus,0,1
4552,uitvoeren,0,0
4553,executie,0,1
4554,beul,0,1
4555,uitvoerend,0,0
4556,uitvoerder,0,0
4557,uitlegging,0,0
4558,voorbeeld,0,0
4559,voorbeeldig,1,0
4560,toelichten,0,0
4561,vrijgesteld,0,0
4562,vrijstelling,1,0
4563,oefening,0,0
4564,aanwenden,0,0
4565,inspanning,0,0
4566,uitademen,0,0
4567,uitlaat,0,1
4568,uitgeput,0,1
4569,uitputting,0,1
4570,grondig,0,0
4571,tentoonstellen,0,0
4572,tentoonstelling,0,0
4573,opvrolijking,1,0
4574,vermanen,1,0
4575,vermaning,1,0
4576,NO TRANSLATION,0,1
4577,verbanning,0,1
4578,bestaan,0,0
4579,bestaan,1,0
4580,bestaand,0,0
4581,bestaand,0,0
4582,Uitgang,0,0
4583,Exodus,0,0
4584,buitensporig,0,0
4585,uitdrijving,0,1
4586,geestenbezweerder,0,0
4587,exotisch,1,0
4588,uitbreiden,0,0
4589,uitgebreid,0,0
4590,uitgestrektheid,0,0
4591,uitbreiding,0,0
4592,expansieve,0,0
4593,expatriate,0,1
4594,verwachten,1,0
4595,verwachting,0,0
4596,verwachtend,0,0
4597,verwachting,1,0
4598,verwacht,0,0
4599,ervan uitgaand,0,0
4600,doelmatigheid,0,0
4601,doelmatig,1,0
4602,bespoedigen,0,0
4603,expeditie,1,0
4604,snel,0,0
4605,verdrijven,0,1
4606,uitgaven,0,1
4607,kosten,0,0
4608,uitgaven,0,1
4609,duur,0,0
4610,ervaring,0,0
4611,ervaren,1,0
4612,ervaringen,0,0
4613,experiment,0,0
4614,experimenteel,0,0
4615,experimenteer,0,0
4616,deskundige,1,0
4617,expertise,1,0
4618,vervaltijd,0,0
4619,vervallen,0,1
4620,niet meer geldig,0,1
4621,verstrijken,0,0
4622,leg uit,1,0
4623,uitleg,0,0
4624,verklarend,0,0
4625,vloek,0,1
4626,explication,0,0
4627,ontploffen,0,1
4628,exploiteren,0,0
4629,onderzoeken,0,0
4630,ontdekkingsreiziger,0,0
4631,explosie,0,1
4632,ontplofbaar,0,1
4633,exponent,0,0
4634,exponentiële,0,0
4635,exporteren,0,0
4636,uitvoer,0,0
4637,blootstellen,0,0
4638,blootgesteld,0,1
4639,expositie,0,0
4640,tentoongesteld,0,0
4641,blootstelling,0,0
4642,uitleggen,0,0
4643,uitdrukken,0,0
4644,uitdrukking,0,0
4645,expressief,0,0
4646,onteigening,0,1
4647,verdrijving,0,1
4648,voortreffelijk,1,0
4649,fijn,1,0
4650,bestaand,0,0
4651,uitbreiden,1,0
4652,verlengbaar,0,0
4653,verlengd,0,0
4654,uitbreiding,0,0
4655,uitgebreid,1,0
4656,omvang,0,0
4657,buitenkant,0,0
4658,uitroeien,0,1
4659,uitroeiing,0,1
4660,extern,0,0
4661,uitwendig,0,0
4662,uitgestorven,0,1
4663,doven,0,1
4664,extra,1,0
4665,extract,0,0
4666,extraheren,0,0
4667,extractie,0,0
4668,afzuigkap,0,0
4669,uitlevering,0,0
4670,buitengerechtelijke,0,1
4671,extramurale,0,0
4672,vreemd,0,0
4673,buitengewoon,1,0
4674,extravaganza,0,0
4675,extreem,0,0
4676,uiterst,0,0
4677,uiteinde,0,1
4678,losmaken,1,0
4679,extrinsieke,0,0
4680,extrusie,0,0
4681,uitbundigheid,1,0
4682,uitzweten,0,0
4683,oog,0,0
4684,monocle,0,0
4685,oogje,0,0
4686,oculair,0,0
4687,gezichtsvermogen,0,0
4688,ooggetuige,0,0
4689,fabel,0,0
4690,kleding stof,0,0
4691,fabriceren,0,1
4692,gefabriceerd,0,0
4693,verzinsel,0,1
4694,facade,0,0
4695,gezicht,0,0
4696,facet,0,0
4697,NO TRANSLATION,0,0
4698,vergemakkelijken,1,0
4699,faciliteit,0,0
4700,geconfronteerd,0,0
4701,facsimile,0,0
4702,feit,0,0
4703,factie,0,0
4704,factor,0,0
4705,fabriek,0,0
4706,feiten,1,0
4707,faculteiten,0,0
4708,faculteit,1,0
4709,dik,0,0
4710,vervagen,0,1
4711,verschoten,0,0
4712,faeces,0,1
4713,tekortkoming,0,1
4714,mislukking,0,1
4715,NO TRANSLATION,1,0
4716,flauwte,0,1
4717,eerlijk,1,0
4718,tamelijk,1,0
4719,vaargeul,0,0
4720,fee,0,0
4721,geloof,1,0
4722,getrouw,1,0
4723,trouweloos,0,1
4724,nep,0,1
4725,vallen,0,1
4726,misleidend,0,1
4727,bedrieglijkheid,0,1
4728,feilbaar,0,1
4729,vallend,0,1
4730,braak,0,1
4731,leugen,0,1
4732,vals,0,1
4733,vervalsing,0,1
4734,vervalst,0,0
4735,vervalsen,0,1
4736,valsheid,0,1
4737,wankelen,0,1
4738,roem,1,0
4739,beroemd,0,0
4740,vertrouwd,1,0
4741,vertrouwdheid,1,0
4742,vertrouwd maken,0,0
4743,hongersnood,0,1
4744,beroemd,1,0
4745,beroemd,1,0
4746,ventilator,0,0
4747,fanaticus,0,1
4748,fanatisme,0,0
4749,denkbeeldig,0,0
4750,zin in hebben,1,0
4751,fandango,0,0
4752,fanfare,1,0
4753,NO TRANSLATION,0,0
4754,hoektanden,0,0
4755,waaieren,0,0
4756,fantasie,0,0
4757,fantasie,0,0
4758,klucht,0,1
4759,kluchtig,0,1
4760,tarief,0,0
4761,afscheid,0,0
4762,farm,0,0
4763,boer,0,0
4764,boerenwoning,0,0
4765,landbouw,0,0
4766,Faro,0,0
4767,verder,0,0
4768,fascia,0,0
4769,fascinerend,1,0
4770,betovering,1,0
4771,mode,0,0
4772,in de mode,1,0
4773,vastmaken,0,0
4774,bevestiger,0,0
4775,bevestigingsmiddelen,0,0
4776,vastend,0,1
4777,dik,0,1
4778,dodelijk,0,1
4779,fataliteit,0,1
4780,lot,0,1
4781,voorbestemd,0,0
4782,vader,0,0
4783,doorgronden,0,0
4784,vermoeidheid,0,1
4785,vermoeid,0,1
4786,vet,0,1
4787,fout,0,1
4788,onberispelijk,1,0
4789,defect,0,1
4790,fauna,0,0
4791,gunst,0,0
4792,gunstig,1,0
4793,favoriete,1,0
4794,favoritisme,1,0
4795,reekalf,0,1
4796,angst,0,1
4797,angstig,0,1
4798,vreselijk,0,1
4799,vrezend,0,1
4800,onbevreesd,1,0
4801,haalbaarheid,0,0
4802,uitvoerbaar,0,0
4803,prestatie,1,0
4804,veer,0,0
4805,voorzien zijn van,1,0
4806,Kenmerken,0,0
4807,koortsig,0,1
4808,fecal,0,1
4809,ontlasting,0,1
4810,vruchtbaarheid,0,0
4811,federaal,0,0
4812,federatie,0,0
4813,honorarium,0,1
4814,zwak,0,1
4815,eten geven,0,0
4816,voeder,0,0
4817,voelen,0,0
4818,gevoel,1,1
4819,voeten,0,0
4820,gefingeerd,0,1
4821,geluk,1,0
4822,katachtig,0,0
4823,viel,0,1
4824,kameraad,1,0
4825,gemeenschap,1,0
4826,misdadiger,0,1
4827,zware misdaad,0,1
4828,voelde,0,0
4829,vrouw,1,0
4830,vrouwelijk,0,0
4831,vrouwelijkheid,0,0
4832,feminist,0,0
4833,NO TRANSLATION,0,0
4834,hek,0,0
4835,omheind,0,0
4836,NO TRANSLATION,0,0
4837,wrijfhout,0,0
4838,venkel,0,0
4839,gisten,0,1
4840,fermentatie,0,0
4841,varen,0,0
4842,woest,0,1
4843,wildheid,0,1
4844,veerboot,0,0
4845,vruchtbaar,1,0
4846,bevruchten,0,0
4847,vurig,0,0
4848,ijver,1,0
4849,festival,1,0
4850,feestelijk,1,0
4851,halen,0,0
4852,NO TRANSLATION,1,0
4853,fetisch,0,0
4854,vete,0,1
4855,feodaal,0,1
4856,leenstelsel,0,1
4857,koorts,0,0
4858,koortsig,0,1
4859,NO TRANSLATION,0,0
4860,fiasco,0,1
4861,fiat,0,0
4862,jokken,0,1
4863,vezel,0,0
4864,vezelig,0,0
4865,wispelturig,0,1
4866,fictie,0,0
4867,gefingeerd,0,1
4868,viool,0,0
4869,vioolspeler,0,0
4870,trouw,1,0
4871,fiduciair,0,0
4872,veld-,0,0
4873,duivel,0,1
4874,woest,0,1
4875,feest,1,0
4876,strijd,0,1
4877,vechter,0,0
4878,vechten,0,1
4879,verdichtsel,0,0
4880,figuurlijk,0,0
4881,figuur,0,0
4882,beeldje,0,0
4883,gloeidraad,0,0
4884,draderige,0,0
4885,het dossier,0,0
4886,vrijbuiter,0,1
4887,filigraan,0,0
4888,filing,0,0
4889,vijlsel,0,0
4890,vullen,0,0
4891,filet,0,0
4892,vulling,0,0
4893,merrieveulen,0,0
4894,film,0,0
4895,NO TRANSLATION,0,0
4896,filter,0,0
4897,vuiligheid,0,1
4898,vies,0,1
4899,NO TRANSLATION,0,0
4900,laatste,0,0
4901,slotstuk,0,0
4902,beslistheid,0,0
4903,Tenslotte,1,0
4904,financiën,0,0
4905,financieel,0,0
4906,financier,0,0
4907,vink,0,0
4908,vind,0,0
4909,bevinding,0,0
4910,opschik,1,0
4911,finesse,1,0
4912,vinger,0,0
4913,vingerafdruk,0,0
4914,af hebben,0,0
4915,eindige,0,0
4916,verklikker,0,0
4917,brand,0,0
4918,vuurwapens,0,1
4919,vuurbol,1,0
4920,glimworm,0,0
4921,brandweerman,0,0
4922,haard,0,0
4923,vuurvast,1,0
4924,haard,0,0
4925,brandhout,0,0
4926,vuurwerk,0,0
4927,vuren,0,0
4928,firma,0,0
4929,firmament,0,0
4930,stevig,0,0
4931,stevigheid,1,0
4932,NO TRANSLATION,1,0
4933,fiscaal,0,0
4934,vis,0,0
4935,visser,0,0
4936,visserij,0,0
4937,visvangst,0,0
4938,verdacht,0,0
4939,splijtbaar,0,0
4940,kernsplijting,0,0
4941,spleet,0,0
4942,vuist,0,0
4943,fistula,0,0
4944,geschiktheid,0,0
4945,past bij,0,1
4946,gemonteerd,0,0
4947,fitting,1,0
4948,uitrusting,0,0
4949,repareren,0,0
4950,bevestiging,0,0
4951,vast,0,0
4952,spaninrichting,1,0
4953,armaturen,0,0
4954,bruisen,0,0
4955,slap,0,1
4956,slap,0,1
4957,markeren,0,1
4958,flagrante,0,1
4959,vlaggeschip,0,0
4960,vlok,0,1
4961,vlokkig,0,0
4962,vlam,0,0
4963,vlammende,0,0
4964,flens,0,0
4965,flank,0,0
4966,geflankeerd,0,0
4967,flankerende,0,0
4968,flanel,0,0
4969,klep,0,1
4970,klapperen,0,0
4971,gloed,0,0
4972,affakkelen,0,0
4973,flash,0,0
4974,flashback,0,0
4975,knipperende,0,0
4976,zaklamp,0,0
4977,opzichtig,0,0
4978,fles,0,0
4979,vlak,0,0
4980,vlakheid,0,0
4981,vlakken,0,0
4982,vleiend,1,0
4983,vleierij,0,0
4984,winderigheid,0,1
4985,pronken,0,1
4986,smaak,0,0
4987,fout,0,1
4988,vlo,0,1
4989,vluchtte,0,0
4990,NO TRANSLATION,0,1
4991,vacht,0,1
4992,vloot,1,0
4993,vluchtig,0,0
4994,vlees,0,0
4995,vlezig,0,1
4996,buigen,0,0
4997,flexibiliteit,1,0
4998,flexibele,0,0
4999,buiging,0,0
5000,NO TRANSLATION,0,0
5001,flikkeren,0,0
5002,vlieger,0,0
5003,vlucht,0,0
5004,terugdeinzen,0,1
5005,gooien,0,0
5006,vuursteen,0,0
5007,vin,0,0
5008,flirt,1,1
5009,flirten,0,0
5010,vlotter,0,0
5011,kudde,0,0
5012,geselen,0,1
5013,overstroming,0,0
5014,verdieping,0,0
5015,plof,0,1
5016,flora,0,0
5017,bloemen,1,0
5018,bloemist,0,0
5019,floss,0,0
5020,bot,0,1
5021,meel,0,0
5022,stroom,1,0
5023,bloeiend,0,0
5024,bloemrijk,1,0
5025,griep,0,1
5026,schommelen,0,0
5027,fluctuerende,0,0
5028,schommeling,0,1
5029,schoorsteen,0,0
5030,vlotheid,0,0
5031,pluis,0,0
5032,pluizig,0,0
5033,vloeistof,0,0
5034,vloeibaarheid,0,0
5035,leverbot,0,0
5036,fluorescentie,0,0
5037,fluorescerende,0,0
5038,windstoot,0,0
5039,doorspoelen,1,0
5040,zenuwachtig,0,0
5041,fluit,0,0
5042,fluitspelend,0,0
5043,rivier-,0,0
5044,vloeien,0,0
5045,vlieg,0,0
5046,flyer,0,0
5047,vliegend,1,0
5048,vliegwiel,0,0
5049,veulen,0,0
5050,schuim,0,0
5051,schuimend,0,0
5052,schuimend,0,0
5053,fob,0,0
5054,brandpunts,0,0
5055,focus,1,0
5056,veevoeder,0,0
5057,vijand,0,1
5058,mist,0,0
5059,mistig,0,0
5060,folie,0,0
5061,verijdeld,0,1
5062,vouwen,0,0
5063,gevouwen,0,0
5064,gebladerte,0,0
5065,folio,0,0
5066,mensen,0,0
5067,folklore,0,0
5068,follikel,0,0
5069,folliculaire,0,0
5070,volgen,0,0
5071,volgeling,0,0
5072,dwaasheid,0,1
5073,liefkozing,0,0
5074,genegenheid,1,0
5075,doopvont,0,0
5076,eten,1,0
5077,dwaas,0,1
5078,fooling,0,0
5079,dwaas,0,1
5080,dwaasheid,0,1
5081,voet,0,0
5082,voetbal,1,0
5083,voetbrug,0,0
5084,fundament,0,0
5085,voetpad,0,0
5086,voetspoor,0,0
5087,modegek,0,0
5088,voeder,0,1
5089,inval,0,1
5090,verdraagzaamheid,1,0
5091,verbieden,0,1
5092,afschrikwekkend,0,1
5093,dwingen,0,1
5094,gedwongen,0,1
5095,tang,0,0
5096,gedwongen,0,1
5097,doorwaadbare plaats,0,0
5098,voor-,1,0
5099,onderarm,0,0
5100,voorteken,0,1
5101,prognose,0,0
5102,waarzegster,0,0
5103,af te schermen,0,1
5104,voorouders,1,0
5105,wijsvinger,0,0
5106,afzien,0,1
5107,voorgaande,1,0
5108,uitgemaakte,0,0
5109,voorgrond,0,0
5110,voorhoofd,0,0
5111,buitenlands,0,1
5112,buitenlander,0,1
5113,voorman,1,0
5114,gerechtelijk,0,0
5115,voorloper,1,0
5116,voorzien,1,0
5117,voorziene,1,0
5118,vooruitziendheid,1,0
5119,Bos,0,0
5120,voorbedachtheid,0,0
5121,gewaarschuwd,0,1
5122,voorwoord,0,0
5123,verbeuren,0,1
5124,verbeurd,0,1
5125,verbeuring,0,1
5126,smederij,1,0
5127,namaak,0,1
5128,vergeten,0,1
